current_time_main,frame_processing_main
10.527129,30.26914467635447
10.563091,29.410361435916716
10.598139,28.525855922793085
10.638437,28.957814554470314
10.675854,29.658981593067967
10.71214,29.524726245721162
10.747013,29.223609843673003
10.784688,29.17132587537824
10.820198,28.585279567849483
10.856103,28.66271598252186
10.893003,28.129663880540807
10.928906,27.952243574114284
10.965808,28.6023985716282
11.004706,28.981923850185275
11.040607,28.87362612911777
11.076512,29.544589028454407
11.112416,29.637014016522148
11.147323,30.24996060243866
11.182229,28.109570197927123
11.218136,29.661827128072716
11.255036,28.807034017087396
11.291935,28.32525981757438
11.32784,27.95241489328341
11.364742,28.9271090507749
11.403638,29.52932078101056
11.43933,28.911065947494066
11.474395,29.244522147093527
11.510132,28.10382377409637
11.545785,27.98518044921414
11.582119,27.779433947066565
11.6219,28.324091012992753
11.658333,29.468862022531628
11.694784,28.280568599835572
11.729556,29.379339123623495
11.766462,29.730702527476634
11.802363,29.897532176509714
11.837269,27.812373146994997
11.872177,30.037017241834235
11.909082,29.02337338848776
11.943986,28.156908738327637
11.979886,28.923637138134154
