current_time_main,frame_processing_main
0.0,29.53438172921704
0.000998,30.10817442675122
0.035682,29.662222744784074
0.070595,28.572918269305994
0.105592,28.97562037439261
0.14167,29.991003631316477
0.177436,28.968966873622072
0.214338,28.755135677854227
0.250241,28.948350891266166
0.286389,29.516234766871413
0.322049,30.160726313702817
0.356987,29.54387825485783
0.391862,28.608014033980137
0.426768,28.291321853943057
0.462675,30.12173544644623
0.499624,29.44030204442886
0.53448,29.667790854664176
0.569387,30.160353882797892
0.604434,30.132649381662926
0.6392,29.004601615999224
0.674158,28.74360158700666
0.710013,30.160261576290225
0.745915,29.979833575918555
0.780822,29.867619903712825
0.815727,29.04667758064164
0.850637,30.19130303078836
0.886541,30.17794342423918
0.921447,28.329756882897694
0.956445,28.72988163315267
0.993257,28.932890822827083
1.033178,29.493062698382868
1.069157,29.09862458832209
1.105951,29.566459983604272
1.141855,29.523005302525274
1.176766,29.63349984693915
1.214661,27.947051411536826
1.249601,28.47037207624683
1.286469,29.139996953692354
1.323374,29.794185918208
1.359277,28.2057774242008
1.394181,29.75338996629002
1.43607,29.326980095584805
1.471007,27.834689610085857
1.506942,29.100373362825103
1.54379,28.60640737144193
1.580686,28.398448924958895
1.616585,28.60772926026987
1.653486,28.724251897399355
1.68953,28.89944385301114
1.725296,28.47866275252177
1.761027,29.659547312906884
1.799917,28.914746567455534
1.834468,29.670102681530587
1.870338,29.32607081789
1.905249,29.72474398069742
1.941148,29.46449418851188
1.976056,27.963399616968566
2.010993,27.93370594888248
2.050856,28.992576661857193
2.087901,28.75019805979369
2.123662,29.151502914818764
2.160563,28.628550089771444
2.19946,28.76503608645507
2.236393,29.195585870146168
2.272262,28.179293480105375
2.308218,29.529114466607933
2.345068,28.44906705045236
2.38001,29.15045317982512
2.416876,30.256417388415212
2.452916,28.232849668410402
2.487818,28.1680686755077
2.524612,29.827073001017002
2.561492,28.286057716020203
2.599389,29.710787933981987
2.641299,30.241973055911853
2.676181,29.40763878224278
2.711093,30.07851373652476
2.74799,29.258157492939947
2.782993,27.84853899833669
2.818836,28.715222878818594
2.855925,29.91827538935076
2.891754,28.905862966198196
2.926545,29.434719307828896
2.962452,28.86972295048998
2.998331,27.839045283830554
3.034225,29.054360883564836
3.071154,27.982118989795392
3.107029,30.15663538251811
3.143864,28.591059129529416
3.178769,29.044159820278026
3.215673,30.0467764737047
3.251622,28.11424443332461
3.286533,28.233452050614996
3.323427,28.83255538096838
3.360023,28.58508859447974
3.39593,30.146007217646964
3.433826,27.87911182887408
3.468624,30.1781694964191
3.505646,28.649581839444714
3.5404,27.811124723331737
3.575849,29.27637634738886
3.612753,29.090352260030265
3.651649,29.88689817182061
3.687551,29.57573382528102
3.722603,28.09528273766003
3.757365,29.62883850479493
3.794266,30.109884927174125
3.832174,28.445217067668494
3.867072,29.651761043094616
3.904974,28.961850520624914
3.940904,30.168414605416974
3.976923,29.16900229343348
4.011707,28.42136627522228
4.04759,30.20734493006575
4.08449,30.026399145877065
4.119428,28.839014465623514
4.154406,29.051981147150002
4.190262,27.943297326266567
4.226111,28.49709494837032
4.263011,28.11431360444771
4.302066,29.088440936045853
4.33884,28.050506226904925
4.374842,29.37741779553686
4.411613,29.46435483096522
4.449515,30.07478451945708
4.484453,29.627732376194047
4.519356,27.911282081421575
4.555394,29.548996370435365
4.59213,27.855703270741753
4.62725,27.94298277611184
4.663942,29.378539101573264
4.701839,27.994349824038313
4.73874,27.78707821321022
4.775331,28.180130917437054
4.812123,27.991254413083663
4.850996,28.961636006643637
4.887888,28.335298978443333
4.923837,29.04604717147218
4.960738,27.908918329772487
4.996599,28.408784262799266
5.033498,29.569986805913032
5.071441,28.697180412597383
5.106376,30.11180983441314
5.143353,29.274911102695057
5.178791,28.4379923776428
5.217685,27.826190887941053
5.254584,29.702493875715128
5.291486,28.885385060514032
5.326393,27.93203046324509
5.362302,28.00404107793367
5.40224,27.836390736722283
5.439093,28.27258284326121
5.475993,27.82562795734355
5.517882,27.903075348084503
5.555779,29.971440075849305
5.592681,28.827878880036806
5.627588,30.089393804387427
5.663491,30.095496285647535
5.70538,30.244244328784205
5.740289,28.990642950045654
5.775194,29.7795477690441
5.812096,28.179129220628738
5.857971,28.76673732229952
5.894873,29.98080732016312
5.935765,29.277307211400796
5.970672,29.143617305920497
6.006575,28.14232106263514
6.042477,29.61206367489283
6.079382,29.99685982491194
6.122265,29.769974074049397
6.158167,28.884416635561198
6.193074,28.028548969204
6.228979,29.8543871053644
6.265898,29.927966929303985
6.300794,28.536801251498407
6.337687,29.544511832396616
6.374589,27.934908656864685
6.409496,28.02402136270765
6.446427,28.52630489783602
6.487324,29.131531390961555
6.524189,29.686558595195006
6.559771,29.159353556053823
6.594358,29.742224769764672
6.63014,27.803146578428297
6.669561,29.299892869894638
6.70662,29.25539358734218
6.742037,29.074838287589248
6.778071,28.468865053621208
6.81416,29.784739581622638
6.852415,28.182157734473208
6.887128,28.54930310872345
6.923974,28.872457689372204
6.960693,28.070367176838523
6.997051,28.54890147330373
7.037824,28.778728633488196
7.074303,29.45004972077814
7.110207,28.426249828147593
7.145115,29.8977459241125
7.182534,27.946951125435795
7.21843,28.552653124040617
7.255333,29.200148272336836
7.292232,27.977000150693193
7.328139,28.729459929412787
7.36504,29.668774557185056
7.406925,29.047415916141656
7.441833,28.8420992279125
7.477735,29.300856968946352
7.51364,27.84347171194883
7.551542,28.302285037949122
7.588443,28.561462740837197
7.625342,30.299390726025436
7.662243,28.63501323677375
7.697257,28.19827903042038
7.733055,27.80254239423318
7.770953,28.17167937349667
7.807853,29.048649800964842
7.844753,27.967799517514244
7.880661,28.230456720191857
7.91756,29.08041241357055
7.95446,29.594908989281265
7.990399,29.93584791977397
8.025306,28.207462280986988
8.060178,27.874267977756322
8.097079,27.79261083848952
8.134979,28.186484483191748
8.172003,28.495841629728837
8.208889,28.690336531815262
8.24579,28.542338647537377
8.286198,28.640350099747184
8.323097,29.801225552040396
8.359002,28.911670237721925
8.393907,28.228302286841018
8.429812,29.464813945975212
8.466716,28.90822020987557
8.501895,29.958984512314355
8.538288,29.32548668709406
8.574092,30.168378187594033
8.610089,30.242053893916033
8.645182,29.266726804588913
8.680865,28.424218796542252
8.720021,28.83497746221105
8.758367,28.70502465058246
8.794101,29.753417203845412
8.830003,29.405807677490824
8.86491,27.871762936498513
8.90281,28.163511750845757
8.939709,28.252339189275926
8.976609,29.894927713746767
9.013515,28.00769156186014
9.048418,28.482890120322296
9.086316,29.698326763561678
9.123217,30.055347079988238
9.158124,29.65890302718328
9.19303,29.29219577268995
9.227937,28.86231433316788
9.263847,27.94541646037434
9.30174,28.889756977202577
9.338642,28.865850343469656
9.374546,27.78676952529026
9.41045,29.72493122793682
9.44735,30.286313189128357
9.485252,29.739588203312483
9.520157,28.694692182077222
9.555063,28.663586834338567
9.590966,29.599309576158674
9.626875,28.87232019154515
9.661777,30.285935677464938
9.697681,30.196899207186103
9.734583,29.920803011173504
9.769489,29.64315342807691
9.804394,29.189745364919993
9.839302,29.804604933491504
9.876205,29.68096829120557
9.912107,28.37181245808347
9.947014,30.048146131446405
9.983915,29.15035116667773
10.01883,28.774210316825993
10.055722,28.20424982121045
10.091627,29.57977627752188
10.128528,29.840310894317614
10.163436,28.374475615425947
10.19834,29.661269909626213
10.237238,29.59438043807133
10.272144,27.85770075641505
10.30705,28.118348222314072
10.345945,29.141631612127348
10.382852,30.24331673221467
10.419607,29.66483676313545
10.456507,28.993369909243437
10.491414,28.74474127040767
