current_time_detect_line,frame_processing_detect_line
10.987749,23.724873858984402
11.031632,23.445053403925822
11.076511,23.89526757611268
11.120396,23.779759462926382
11.16328,23.673053120750932
11.207162,23.694612230316253
11.251045,23.702269362180463
11.294928,23.721399087199746
11.339807,23.348105084123603
11.383692,23.33785290075222
11.427831,23.30071538226766
11.472399,23.43375950808361
11.516119,23.769047451455812
11.560136,23.311067355603228
11.604424,23.826000384151484
11.648613,23.302948487409292
11.69181,23.473132963277713
11.735545,23.48902647187804
11.779423,23.76289417789605
11.823306,23.9411747524136
11.867188,23.522178572774173
11.910072,23.434108507571487
11.953956,23.503184845571226
11.997838,23.681737696755274
