current_time_detect_line,frame_processing_detect_line
0.0,23.99725187480185
0.0,23.42954007075019
0.047632,23.71636003644948
0.091617,23.946624007972364
0.135545,23.377408588703837
0.178434,23.797801035512705
0.222319,23.52863701792337
0.266197,23.304135311190198
0.310081,23.97790902474142
0.355989,23.96176442869703
0.39984,23.59882359354743
0.442725,23.517650819834568
0.488604,23.635635698492845
0.532485,23.79517847296909
0.576368,23.306285131346304
0.622408,23.26702462483844
0.66618,23.483718642125787
0.71001,23.65818939665938
0.753892,23.743803908840857
0.797775,23.790618230607524
0.841828,23.483522554036668
0.888535,23.438647029736675
0.93242,23.939490834010527
0.976338,23.67714455406568
1.022175,23.407240144560436
1.066211,23.655531110764812
1.109941,23.370735934207243
1.156815,23.8854840600319
1.2007,23.980935233535426
1.243633,23.583546910988222
1.288463,23.8810097031345
1.332351,23.46812760119031
1.376229,23.733865244017714
1.425142,23.587448412518274
1.469013,24.016068638891493
1.512866,23.680804849937513
1.555751,23.476456756237756
1.600629,23.39809880950362
1.644513,23.663364387027173
1.690388,23.533291111557592
1.734124,23.9953494792352
1.777978,23.86309961998056
1.821883,23.345842763025193
1.864412,23.80146112803779
1.90827,23.690808207231605
1.952118,23.83242773702439
1.996005,23.86911984832134
2.040916,23.67161088172791
2.083906,23.397466119891597
2.127659,23.352604775819305
2.173526,23.931700018975064
2.217414,23.406128496944575
2.260298,23.540599072616573
2.308207,23.60986165747654
2.352049,23.358629546077783
2.395934,23.96278444354859
2.441808,23.329618921750516
2.48472,23.693165428429523
2.528578,23.70658563879916
2.576452,24.014151570915192
2.622358,23.805905007044196
2.66526,23.513392502109923
2.709093,23.603916646633444
2.753973,23.54203212230285
2.797856,23.75656404854192
2.841974,23.576531229483063
2.885654,23.310536030515276
2.929505,23.34694833837072
2.973417,23.65836555592914
3.017409,23.408649950798914
3.061187,23.49372762049466
3.105063,23.392838905087324
3.149845,23.955305454057015
3.193767,23.41913292567241
3.243595,23.818998255071175
3.287617,23.64266003734241
3.330365,23.274243955614644
3.374984,23.278160787570584
3.418896,23.92489471062158
3.46361,23.764633516156962
3.506491,23.96510751216595
3.550959,24.0340705876779
3.5938,23.404249253735596
3.636687,23.89151581776981
3.68057,23.666325499498218
3.723457,23.48065847358512
3.767363,23.758375213389296
3.811219,23.951328251795502
3.857237,23.403667800965703
3.899986,23.40008710242604
3.945865,24.017938809326058
3.989741,23.887339832677313
4.032626,23.821036256757765
4.075674,24.028018961390984
4.11843,23.39253296957783
4.161318,23.513544738358423
4.208158,23.32329946132186
4.252078,23.477803096961864
4.295927,24.028217231411674
4.340956,23.267855496675885
4.383711,24.009798142328595
4.42757,23.98907989545616
4.47245,23.781319702527774
4.515337,23.660236449902
4.559242,23.697159470744012
4.603322,23.42267510602254
4.646984,23.411654667671666
4.692916,23.32990280650258
4.737742,23.446794688450044
4.781172,23.434104853392952
4.825056,23.259549201005438
4.868938,23.85723349006099
4.912825,23.86260076774715
4.958697,23.48273070542974
5.001614,23.301109320577538
5.045467,23.62557186034299
5.092418,23.3489598564366
5.136271,23.8810277619049
5.180784,23.35086893972066
5.223746,23.77684312941848
5.268549,23.648304186798878
5.312437,23.39194656665058
5.358308,23.432517005687608
5.40219,24.02032348974518
5.446074,23.898861904039098
5.499929,23.84571622700239
5.548799,23.75716536595893
5.591683,23.834751742519448
5.635566,23.27460413842821
5.68345,23.939447318569556
5.728318,23.398600174100565
5.774196,23.58233342089281
5.81808,23.26575071722672
5.866947,23.68276414913394
5.913827,23.592919342682745
5.961698,23.660774397929544
6.009565,23.88067960552741
6.053449,23.80446350179249
6.096331,23.346620291299065
6.142209,24.021581478853378
6.186095,23.684534706094496
6.228978,23.92708669223921
6.282836,23.514051565013084
6.325718,23.488981605186552
6.369601,23.927162869738233
6.413485,23.277514023659116
6.460585,23.381093518357826
6.505164,23.332349765836934
6.549134,23.88672623499988
6.594361,23.860186114313624
6.642746,23.816194630239387
6.68603,23.43577780171939
6.728793,23.59116162720521
6.775077,23.93557956226951
6.818528,24.03252828825362
6.862286,23.81799631639854
6.908439,23.788967803440812
6.951351,23.542467322342763
6.996053,23.64998741384741
7.043802,23.517743186123525
7.087267,23.93659115349173
7.131156,23.979457717053844
7.174547,23.905282173637072
7.217432,23.515397664516115
7.261322,23.746439124695165
7.305197,23.341785085638936
7.349083,23.751970443563344
7.393959,23.633914145551184
7.437842,23.324304732298568
7.481727,23.825685045878
7.525639,23.62597912327994
7.568494,23.81812150679261
7.612381,23.485975054594714
7.658252,23.746869247535802
7.702135,23.906751315635653
7.746017,23.577051466446022
7.791927,23.866986068938985
7.835777,23.533928070350328
7.878662,23.445565630042232
7.922545,23.342479567525682
7.96643,23.859213488104082
8.010311,23.89029523086194
8.053197,23.33733677684359
8.096081,23.598449679817822
8.139966,23.982331823260044
8.183956,23.511954416292912
8.22684,23.67752196718511
8.270726,23.33618873646397
8.31512,23.412899310409948
8.359998,23.77419916944854
8.403883,23.950269279499068
8.447764,23.906822251061467
8.49073,23.701452689827736
8.5333,23.548168629434873
8.577089,23.492106985758294
8.622875,23.778299078814186
8.667341,23.445156976469978
8.71203,23.359295623058795
8.756371,23.625519126235204
8.800085,23.99606167398401
8.843965,23.908759833830914
8.88685,23.414555921892873
8.929734,23.504270847047945
8.978604,23.376492365219352
9.027473,23.523007389976236
9.071356,23.31540468463664
9.115243,23.509894657187786
9.161115,23.90079066451662
9.204998,23.592801621638174
9.247886,23.260265465535415
9.294759,23.523444802147498
9.33864,23.44321064616982
9.382526,23.26431289368515
9.427404,23.73675634641404
9.471288,23.65705262360827
9.515169,23.503329371127535
9.55905,23.462967460945183
9.602941,23.3894763393566
9.646816,23.485088929145814
9.690699,23.328849520068115
9.734583,24.036228488729595
9.778463,23.440439774877
9.821348,23.8095741357965
9.865233,23.41120682227258
9.913106,23.655775596352694
9.963974,23.717570719627506
10.010842,23.259483836127192
10.054724,23.610066174390376
10.098611,23.866588708696906
10.143487,23.34435514976217
10.186373,23.831840571109545
10.230255,23.488089146478842
10.277129,23.77274665041483
10.321012,23.744297372202386
10.364895,23.65673698836229
10.411626,23.43992730297497
10.455509,23.45533953900679
10.499394,23.81315848798701
10.543023,24.004323534893533
10.585795,23.956470301089073
10.633513,23.850189554746116
10.67784,23.279630836078308
10.720276,23.32948100355017
10.764554,23.8220382462784
10.810223,23.385904733640384
10.853109,23.927055059038132
10.896995,23.670156044693364
10.943867,23.745486456191713
