current_time_traffic_sign,frame_processing_traffic_sign
6.506161,26.3781760409192
6.544629,26.298758517220826
6.583392,26.14773355779723
6.62415,26.66152234409729
6.663573,26.553756398233517
6.703628,26.88395516222713
6.742491,26.932841977676677
6.781623,26.188994066372057
6.822862,26.571167463966052
6.862811,26.537404020770325
6.905031,26.418934272761145
6.944369,27.023242810687478
6.983577,26.043679735170407
7.022349,26.22983640588436
7.061753,26.666760652981925
7.104222,26.905630522812718
7.143118,26.537611648665035
7.181536,26.65931215554525
7.221422,26.56164974033417
7.260317,26.720128210027642
7.299217,26.54320111317693
7.338111,26.511654087976506
7.378005,26.895458382260884
7.426871,26.219271574688847
7.465771,26.518003595089215
7.505661,26.94235073533104
7.544559,26.46431600716606
7.583489,26.23715683352933
7.623347,26.231642839152677
7.663276,26.84163069186108
7.705164,27.001288439862222
7.744055,26.60793392295394
7.782922,26.764096362229715
7.821814,26.194587626994608
7.86071,26.68209585274801
7.900604,26.49405951497023
7.939623,26.082653405286848
7.978397,26.548340094118775
8.018293,26.798780361043026
8.057185,26.776427249525515
8.096081,26.284661394325415
8.135975,26.497141632766905
8.177974,26.105064249862856
8.216868,26.372997537153648
8.256761,26.790155954158987
8.295173,26.775151137008937
8.334069,26.241525546115202
8.372967,26.137984580823886
8.412864,26.48055955255561
8.455742,26.95086469759862
8.49488,26.393362416029852
8.534298,26.983866732136786
8.573094,26.62622255291457
8.612502,26.32272605606251
8.653515,26.05422992532944
8.692556,26.658337767211275
8.732944,26.145768978539977
8.771927,26.407715671155334
8.812049,18.602748599876467
8.850948,26.678024747256742
8.906796,26.39962351902167
8.945701,26.98664700414899
8.988577,26.252019667876823
9.027473,26.179066010952685
9.067366,26.82211159034787
9.10726,26.36072789752752
9.146156,26.392562096867692
9.185052,26.860136951954885
9.223949,26.70872703496423
9.262849,26.312790291661894
9.304732,26.565614693124825
9.344624,26.825827025796677
9.383524,26.827148984723515
9.423413,26.45837401607107
9.462312,26.713067793670533
9.501206,26.478436795653337
9.540102,26.2438885013776
9.578998,26.38035676718248
9.618893,26.086991510331757
9.657787,26.631824947410017
9.697684,26.64392489475763
9.738572,26.2738314838462
9.777468,26.055288306700184
9.817359,26.66030802381202
9.857255,26.663150249924232
9.896152,26.512921358820673
9.944022,26.398844534279963
9.982917,26.05729398265127
10.021812,26.96521981915177
10.061705,26.42351953089857
10.100608,26.839974561821215
10.140494,26.70946306636963
10.179395,26.69527239078643
10.22128,26.19637502476886
10.260174,26.213777787592782
10.300074,26.91541647533555
10.340959,26.453260524110593
10.379859,26.772491086256267
10.4216,26.04964454697851
10.460496,26.05508293772187
10.500392,26.522131742632943
10.540027,26.24144931594874
10.578984,26.721132725364786
10.619281,26.1459406850702
10.658023,26.279401909683116
10.69793,26.34755856992874
10.740859,26.75618926929622
10.779612,26.90029830710242
10.822191,26.25344504803148
10.861089,26.088558050892054
10.900984,26.56544934008875
10.940874,27.005720684711786
10.979777,26.848623729255657
11.022655,26.88051472747744
11.061551,26.451911772401257
11.10045,26.655855677091953
11.139344,26.430488340696463
11.17824,26.56160193900863
11.217138,26.97818690907627
11.256031,26.05043065638335
11.294928,26.583777015420846
11.335818,26.67613437248806
11.374714,26.910629304595812
11.41361,26.179487874894868
11.454812,26.059220348859743
11.494649,26.936674139945133
11.534804,26.527948426470076
11.5741,26.553916686487806
11.612889,26.734839041621285
11.651919,26.174438572347604
11.693786,26.531992520988073
11.733549,26.916128449778373
11.773442,26.93645000690164
11.812334,26.83455395576268
11.851231,26.76539735676308
11.890127,26.952578719115667
11.929023,26.258001530109176
11.967919,26.910649442744315
