current_time_traffic_sign,frame_processing_traffic_sign
0.0,26.405768455420947
0.005991,26.35604130745978
0.044874,26.819936238890097
0.083772,26.432195109142523
0.122667,26.18219216862608
0.161601,26.08984072656691
0.201455,26.335096563464464
0.241386,26.769785416055257
0.280247,26.388057058610237
0.323129,26.24247190079638
0.362026,26.173457798398363
0.404911,26.748923664878685
0.444806,26.353792681693402
0.483701,26.972347336372128
0.523593,26.839315584449608
0.562491,26.845206489003637
0.602419,27.007389657727337
0.641281,26.1957903517632
0.680176,26.879239324323745
0.724061,26.585955271792056
0.762954,26.195427733169822
0.801851,26.119815333178764
0.841744,26.138551646303956
0.881636,26.1437364009628
0.922527,26.634607858829803
0.962421,26.500313025991353
1.001318,26.485160350557464
1.040212,26.38621243008125
1.079124,26.288065626960577
1.120997,26.340921714303207
1.16089,26.730579285149318
1.199787,26.531992716990544
1.239716,26.477383351307854
1.278575,26.044569524549914
1.321462,26.55923175028637
1.361386,26.912350019760662
1.400251,26.121662780463563
1.440144,26.39112716875094
1.48007,26.4107216547052
1.521927,26.24698664222306
1.560822,26.517513098307255
1.600727,26.984372521391176
1.640609,26.991042164787686
1.679502,26.222048767720793
1.721428,26.648902970426544
1.761284,26.821778792942208
1.800182,26.15086773443264
1.839077,26.702415666763983
1.878977,26.378480963263282
1.920857,26.704603290423183
1.959753,26.08282678339807
1.998651,27.015119724334042
2.040537,19.162417838149025
2.079447,26.13736792626799
2.134289,26.657796884031466
2.174183,26.94774795060232
2.215073,26.578036373778307
2.255964,26.190172527203924
2.294863,26.325655006518605
2.338742,26.677690023571902
2.377677,26.9081902173202
2.416541,26.37504857103876
2.456428,26.677489212900202
2.495323,26.413035758610835
2.535219,26.55490373041056
2.577104,26.579448921581758
2.618992,26.987140062446876
2.658887,26.475484063612658
2.697782,26.29405839655259
2.738672,26.39698145399447
2.778565,26.797125547953488
2.822447,26.824440484781228
2.861343,26.499512334097457
2.900248,26.048811081334605
2.939135,26.64755637281476
2.97903,26.26370371659792
3.017924,26.2324642319043
3.057856,26.105454871454302
3.097715,26.89892912695021
3.138638,26.950168329386102
3.177536,26.06106850412873
3.216396,26.417032836138237
3.256324,26.321990387426776
3.295183,26.986507806488923
3.335078,26.709029817377274
3.373977,26.10718145531941
3.412869,26.118797467032568
3.455755,26.827546324990667
3.49565,26.27962165858952
3.537536,26.747858622192545
3.577429,26.65203536465504
3.616329,26.043434097358716
3.655221,26.375506753100805
3.695117,26.251809305911976
3.734011,26.05177961109622
3.773904,26.640046115616663
3.813798,26.237912987899062
3.854692,26.69243652686062
3.894583,26.44125319697127
3.936473,26.46074314185972
3.975364,26.52019806212867
4.014262,26.68145084316197
4.053157,26.910434520763477
4.092054,26.84794762451028
4.130951,26.12466195917636
4.170841,26.857114750611995
4.211734,26.761095418360206
4.251628,26.44899935138857
4.290525,26.08942081485817
4.329419,26.86654041131087
4.372304,26.111397130687028
4.411199,26.28077227914215
4.455085,26.114514955786774
4.494978,26.986485819260064
4.534904,26.112937095117896
4.573801,26.279176249121576
4.616651,26.516255613116357
4.657541,26.95587881371199
4.696438,26.54814254826418
4.737327,26.61563436238232
4.776258,26.75405772260401
4.815124,26.41520176674079
4.856047,26.373612598253235
4.894907,26.436003775843723
4.9348,26.626311050384736
4.973696,26.344754657383874
5.012592,26.043973973631495
5.054481,26.98827951162737
5.094376,26.42481041153243
5.133277,26.323524321684992
5.172166,26.961586326012934
5.211065,26.98201143732712
5.250957,26.235165448893163
5.289886,26.43324170019949
5.329745,26.68417013959327
5.372662,26.408278848057677
5.411539,26.185510173178024
5.454447,26.584721863574547
5.494303,26.865880845219746
5.538189,26.254719415956373
5.577084,26.53696030005736
5.616977,26.536060819816658
5.655873,26.724805982926103
5.694774,26.19573666952045
5.734664,26.517493844643663
5.774556,26.26852706193207
5.813457,26.4608998120198
5.857333,26.71969066937861
5.896229,26.321774285283205
5.938123,26.11288448167767
5.97716,26.32075386420019
6.016908,26.705455580724685
6.056059,26.067715251733002
6.095698,26.56187072210367
6.138704,26.71950078939433
6.17774,26.334299243910674
6.218396,26.37399988658029
6.257501,26.77444289144807
6.29719,26.80674102047477
6.337312,26.399484220009835
6.376199,26.992356583440195
6.415104,26.715346666454746
6.453983,26.964900428694495
6.492881,26.15544188249717
6.532528,26.75351564999437
6.572666,26.18885921434871
6.612331,26.837809039402305
6.655455,26.938953214622288
6.694342,26.998845680570476
6.734234,26.270446102716303
6.77311,26.196312526110727
6.813809,26.341558145690303
6.855926,26.56128318973078
6.895556,26.766093874803307
6.936693,26.13357156536087
6.976355,26.78944009653124
7.016236,26.217476646089338
7.05539,26.250167837829764
7.096126,26.854879344844885
7.136166,26.54427836390186
7.175054,26.457529296197873
7.214709,26.87521999611625
7.253844,26.69356994812228
7.293744,26.298821162732573
7.332391,26.784872119911395
7.372283,26.914649886889315
7.412182,26.466836260452904
7.45234,26.227751990075575
7.491226,26.70498140667643
7.531857,26.48070098298834
7.571012,27.024382804796815
7.609908,26.851239481965788
7.649543,26.796970006278528
7.688704,26.5300656139981
7.727468,26.52240879454241
7.769517,26.539194004354464
7.808379,26.825763742246433
7.851231,26.815495633678907
7.890142,26.678597027563434
7.929824,26.610220341963494
7.970949,26.21729255628328
8.009838,26.33734029960401
8.050478,26.08147214139365
8.089615,26.123679242787393
8.130256,26.83731330317454
8.170156,26.287864325030068
8.209292,26.059190856276206
8.249937,26.482421999755317
8.291082,26.245732936918543
8.33072,26.972699152409486
8.370873,26.223467197071486
8.40978,26.1679283735816
8.450401,26.312956535093097
8.490542,26.720882657243166
8.531187,26.545260389006827
8.570082,26.520012231977734
8.609205,26.80029224242459
8.648872,26.40970588826754
8.688021,26.188990581320432
8.726928,26.81998408571307
8.766772,26.127816300363616
8.805734,26.87712364211231
8.846342,26.14281314660395
8.887496,26.203573527534964
8.927317,26.19257237778229
8.967053,26.84175321771581
9.008909,26.2301111040959
9.048803,26.826788787809512
9.088705,26.569754882903336
9.128587,26.99076653902435
9.169732,26.282909157991558
9.208593,26.27451519413615
9.249269,26.951363599091366
9.289415,26.091749656965263
9.328158,26.802099254463567
9.370949,26.489068729135205
9.4101,26.786155820913088
9.449958,26.7650762066163
9.49188,26.39474058009525
9.53151,26.310404599250774
9.570441,26.88502083553854
9.610535,26.324512049408444
9.649197,26.601201768060122
9.688356,26.70470799073266
9.72718,26.430657573480747
9.765882,27.002494284555954
