current_time_traffic_sign,frame_processing_traffic_sign
9.806035,26.817210170068158
9.845791,26.566032973971158
9.884828,26.89521024653779
9.92371,26.29837972668251
9.963391,26.937880526945055
10.004507,26.28582746617377
10.043394,26.553521179675347
10.083064,26.283787167932523
10.122176,26.79724507700991
10.161935,26.453347741722595
10.200961,26.96721402935727
10.23987,27.022095162290828
10.278746,26.611383410775147
10.318675,26.733583090782574
10.357546,26.86534202021986
10.397195,26.782336974770246
10.437371,26.337829775781177
10.47699,26.472306124008448
10.51812,26.977860254445574
10.558032,26.391162516811494
10.596694,26.42730152904027
10.636799,26.397425746651656
10.675708,26.20847302171766
10.715346,26.58560370014579
10.755494,26.933999893831977
10.795134,26.7699671018116
10.837281,26.22469923150806
10.876924,26.954192648646053
10.918802,26.49021529027844
10.957695,26.163291244909896
10.996593,26.857334461728847
11.040633,26.153637182549982
11.080657,26.132554596044805
11.120495,26.313571078298278
11.160274,26.272622480819514
11.200051,26.522727903620467
11.240184,26.60640028779427
11.279837,26.98384451211797
11.31973,26.737528358303372
11.358886,26.701411552103764
11.398532,26.16823614635012
11.437674,26.081919057931284
11.478308,26.776883990859737
11.51846,26.995840228113583
11.55809,26.360855168428902
11.597021,26.393640901262902
11.637159,26.701919534797355
11.676844,26.97583238572731
11.71567,26.710389929701783
11.754822,26.278734957141825
11.794563,26.322751212855238
11.837607,26.40301434662009
11.876501,26.279945099909728
11.915139,26.618649057719104
11.95506,26.947876434673443
11.993927,26.99544552121713
