current_time_detect_line,frame_processing_detect_line
0.0,23.758342466149653
0.004989,23.76200598676315
0.049867,23.774648003609624
0.095743,23.649947906530137
0.139664,23.377085992255587
0.183548,23.67607435692177
0.230384,23.916093095874487
0.275303,23.981322013939053
0.318148,23.52116691093111
0.361074,23.569391406060056
0.404926,23.936685144904306
0.4488,23.434820997302023
0.49368,23.73714906870434
0.537598,23.338550250791425
0.581449,24.010128071888456
0.628321,23.986078960969106
0.671206,23.33328189560569
0.714089,23.47829367804209
0.761963,23.410818593887843
0.805845,23.352633781791727
0.849727,23.510075406742068
0.894606,23.268472826328164
0.938491,23.873541073863144
0.982374,23.727348341488586
1.026255,23.55272477663005
1.070138,23.86244262737523
1.114021,23.616911238856684
1.156905,23.658995772222152
1.200791,23.948197704347322
1.245705,23.66391037216105
1.288556,23.35570276460973
1.332438,23.37797138748476
1.379316,23.75523108132679
1.423195,23.85182315620939
1.467078,23.979574025810333
1.510962,23.621644679435168
1.553846,23.59349805355919
1.597728,23.777278769175076
1.644603,23.280196622434783
1.688485,23.432378126390244
1.732367,23.931654592247355
1.778282,24.028715468639284
1.821131,23.598354182322964
1.864016,23.505757837020553
1.911887,23.477244842325646
1.95577,23.338527508353973
1.999653,23.3426969860817
2.046529,23.49476205923781
2.091409,23.64680403125891
2.135291,23.797502879429317
2.179185,23.766085924346665
2.224053,23.89123355274965
2.267937,23.645432047205013
2.310852,23.600529442367453
2.354736,23.661330289320567
2.39859,23.321810073343674
2.4445,23.830155864353596
2.488346,23.983380810762526
2.531242,23.29985220603668
2.579104,23.34840342360206
2.624981,23.750594374316293
2.668866,23.938377305872915
2.712746,23.674958002540418
2.755632,23.444694609083665
2.799516,23.368528946212038
2.846388,23.554579906466692
2.890272,23.85733076424278
2.934154,23.905984272019264
2.97704,23.92021860023603
3.024911,23.43130948186707
3.067799,23.7257663281924
3.111679,23.858505634913517
3.155561,24.010532950763004
3.19845,23.27011542855242
3.242332,23.369725283485106
3.286213,23.739786787184226
3.330096,23.711600386224404
3.374016,23.37800571506396
3.417863,23.588159252666713
3.461744,23.899111116152326
3.505627,23.276768540750673
3.548514,23.53223737739208
3.59439,23.61796102679943
3.638271,23.377397185114834
3.682157,23.679594899401618
3.728032,23.88179652917678
3.771915,23.919746982090043
3.814799,23.344097393790776
3.860676,23.995183849591044
3.90456,23.54552799818127
3.947453,23.633020250638577
3.995318,24.033729254069602
4.039201,23.25837955940807
4.082085,23.376843128245063
4.128959,23.546000557222257
4.172841,23.838099255932082
4.216727,23.536556966658683
4.260608,23.4818865091443
4.304495,23.811785373106712
4.348388,23.855238666586175
4.394251,23.848634284223248
4.437141,23.617600599101134
4.481034,23.58613022146032
4.527929,23.270899203879924
4.571776,23.92711224007653
4.615659,23.747402161288743
4.658581,23.45840492656538
4.702435,23.742502539583025
4.746309,23.943722177604936
4.790192,23.66149392078222
4.83308,23.60692125832999
4.878955,23.803630047126504
4.922838,23.64534295098198
4.96672,23.323850136989822
5.010603,23.711221670656816
5.054486,23.78986097144071
5.09837,23.354243150765942
5.146242,23.410319703287264
5.190126,23.973830472490445
5.234006,23.78931931849282
5.276922,23.292035101747423
5.320779,23.267568980176197
5.36467,23.30840436971276
5.40854,23.497002915624083
5.452422,23.32082943439297
5.497339,23.780910778773602
5.545176,24.01044003575527
5.589061,24.00156170910186
5.631944,23.98079115386853
5.676823,23.568847406948123
5.719707,23.542846946007067
5.763612,23.616887758233307
5.811463,23.98289068848014
5.855345,24.024436734064995
5.898229,23.757124082617967
5.94411,23.395826405555372
5.988128,23.615868223060524
6.032869,23.389523368014988
6.080851,23.746408089743092
6.127724,23.88342271605075
6.171752,23.579847602169007
6.21539,23.89175454211619
6.259501,23.628903239105647
6.303363,23.3254566215775
6.348075,23.980744478110598
6.393906,23.447978476522305
6.436794,23.687918944194987
6.480674,23.541566263468294
6.527806,23.311177155885634
6.571681,23.95785735677159
6.616342,23.280719550055974
6.660437,23.666124877615857
6.704336,24.0295827639824
6.748989,23.726736368537548
6.793092,23.278105671987102
6.837976,23.700389326307445
6.882632,23.403764143314017
6.927733,23.966833108294722
